,room_id,survey_id,host_id,room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,last_modified,latitude,longitude
6080,14236994,1476,7978146,Entire home/apt,Amsterdam,De Baarsjes / Oud West,10,5.0,2,1,174,Renovated luxurious industrial apartment in WEST,2017-07-22 22:59:44.642000,52.370672,4.848708
6081,14661287,1476,35263107,Entire home/apt,Amsterdam,De Baarsjes / Oud West,19,5.0,2,1,155,Bright place close to de Jordaan and de Hallen,2017-07-22 22:59:44.631130,52.369738,4.859831
6082,11747974,1476,58428526,Entire home/apt,Amsterdam,Bos en Lommer,0,0.0,4,1,180,Thailand apartment Amsterdam,2017-07-22 22:59:42.017545,52.377682,4.849096
6083,10691231,1476,55234825,Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0.0,2,1,156,Lovely apartment in Amsterdam West,2017-07-22 22:59:42.008903,52.371424,4.848644
6084,7357283,1476,38546846,Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5.0,2,1,180,Nice apartment with Balcony & Jacuzzi,2017-07-22 22:59:42.005844,52.372365,4.850562
6085,5949283,1476,14030203,Entire home/apt,Amsterdam,Bos en Lommer,4,5.0,2,1,156,360° Amsterdam from roof terrace!,2017-07-22 22:59:42.000359,52.374937,4.859719
6086,9164830,1476,45059349,Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0.0,3,2,180,"Light, spacious, central, canal facing apartment",2017-07-22 22:59:41.997767,52.374543,4.863943
6087,8381720,1476,9558251,Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0.0,2,1,156,Spacious design apt. with balcony,2017-07-22 22:59:41.991723,52.37162,4.859725
6088,8095648,1476,41158764,Entire home/apt,Amsterdam,De Baarsjes / Oud West,11,4.5,4,2,180,Nice and cosy appartment in Amsterdam ''Oud West'',2017-07-22 22:59:41.978635,52.370740999999995,4.849451999999999
6089,6930480,1476,7985280,Entire home/apt,Amsterdam,De Baarsjes / Oud West,28,4.5,3,1,179,Great apartment in hip area!,2017-07-22 22:59:39.624239,52.369234999999996,4.853318
6090,19679434,1476,8006616,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,4,2,180,"Modern, bright 4-pax apartment in West",2017-07-22 22:59:39.620615,52.371637,4.857658
6091,306263,1476,1344474,Entire home/apt,Amsterdam,Bos en Lommer,26,4.5,4,2,180,Nice apartment Amsterdam near city center,2017-07-22 22:59:37.367720,52.377897,4.860119
6092,10276466,1476,34760519,Entire home/apt,Amsterdam,Bos en Lommer,12,5.0,4,1,156,Modern cosy city-apartment Amsterdam,2017-07-22 22:59:37.365050,52.376768,4.854381
6093,19329206,1476,135391400,Entire home/apt,Amsterdam,Bos en Lommer,0,0.0,4,2,167,Bright and light appartment typical Amsterdam,2017-07-22 22:59:37.347338,52.378312,4.848647
6094,14291618,1476,11326083,Entire home/apt,Amsterdam,Bos en Lommer,8,5.0,4,2,162,"Big 2 bedroom apartment, Amsterdam",2017-07-22 22:59:37.344354,52.375436,4.859056
6095,18733380,1476,2197822,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,4,3,180,"Spacious family home, quiet street, hip area",2017-07-22 22:59:37.331467,52.370647999999996,4.856933000000001
6096,9590560,1476,49420317,Entire home/apt,Amsterdam,De Baarsjes / Oud West,7,5.0,2,1,150,Lovely apartment/Ideal location,2017-07-22 22:59:36.169250,52.370444,4.852246
6097,12661281,1476,19640285,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,5.0,4,3,180,Spacious two-floor rooftop (2) family appartment,2017-07-22 22:59:36.166442,52.371228,4.849455
6098,12757804,1476,29808224,Entire home/apt,Amsterdam,De Baarsjes / Oud West,14,5.0,4,4,150,☆ Wonderful House With Lovely Garden in West ☆,2017-07-22 22:59:36.138021,52.370544,4.859389
6099,19774012,1476,113977564,Entire home/apt,Amsterdam,Bos en Lommer,0,0.0,4,2,179,Cozy apt with 2 bedrooms + balcony!,2017-07-22 22:59:33.569347,52.381845,4.851682
6100,15013802,1476,6542455,Entire home/apt,Amsterdam,Bos en Lommer,10,5.0,4,2,156,"Big, cosy & modern apartment",2017-07-22 22:59:33.562205,52.379307,4.850630000000001
6101,12881579,1476,10732893,Entire home/apt,Amsterdam,Bos en Lommer,4,4.5,3,2,155,Cosy & comfortable family house,2017-07-22 22:59:33.548178,52.373642,4.849378
6102,3677036,1476,863929,Entire home/apt,Amsterdam,Bos en Lommer,21,5.0,2,1,150,Comfortable city pad with garden,2017-07-22 22:59:33.544177,52.375254999999996,4.847913
6103,1136289,1476,6233147,Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0.0,2,1,150,Sunny apartment in Amsterdam West,2017-07-22 22:59:32.033149,52.372372999999996,4.848612
6104,19141385,1476,133803910,Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0.0,2,1,180,Sunny roof terrace/ close to centre/ stylish/ WIFI,2017-07-22 22:59:32.011942,52.370457,4.859767
6105,6158443,1476,2236192,Entire home/apt,Amsterdam,De Baarsjes / Oud West,31,5.0,4,2,180,NEW: Luxery Home with canal view,2017-07-22 22:59:19.127433,52.369837,4.865208
6106,17839063,1476,88643333,Entire home/apt,Amsterdam,Westerpark,5,5.0,3,1,150,Cozy apartment with garden in Amsterdam West,2017-07-22 22:59:19.123004,52.373723999999996,4.8701099999999995
6107,1082688,1476,5953073,Entire home/apt,Amsterdam,De Baarsjes / Oud West,22,5.0,2,1,150,Sunny Apt fully furnished West,2017-07-22 22:59:16.367601,52.371443,4.861749
6108,492741,1476,1831439,Entire home/apt,Amsterdam,Westerpark,4,5.0,2,1,156,Your perfect stay @ Amsterdam canal,2017-07-22 22:59:16.360113,52.373222999999996,4.8720870000000005
6109,6075433,1476,5720246,Entire home/apt,Amsterdam,De Baarsjes / Oud West,7,4.5,4,2,177,2 floor apt with rooftop on canal,2017-07-22 22:59:16.350092,52.371354,4.873069999999999
6110,1435255,1476,7672132,Entire home/apt,Amsterdam,De Baarsjes / Oud West,34,5.0,2,2,155,Light Ap. (10 mins to city centre),2017-07-22 22:59:13.016735,52.369539,4.863679
6111,1303534,1476,766408,Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0.0,4,2,162,House w/ garden on canal (centre),2017-07-22 22:59:13.006991,52.372172,4.873591
6112,9216561,1476,36333187,Entire home/apt,Amsterdam,De Baarsjes / Oud West,12,4.5,2,1,150,City Centre Apartment!,2017-07-22 22:59:13.003949,52.371631,4.865623
6113,19215905,1476,17466133,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,2,1,155,Apartment&balcony near Anne Frank,2017-07-22 22:59:12.989186,52.370442,4.86915
6114,6440123,1476,6173145,Entire home/apt,Amsterdam,Bos en Lommer,0,0.0,2,1,150,Amsterdam Design Canal House,2017-07-22 22:59:11.754595,52.377561,4.862103
6115,3736210,1476,17808959,Entire home/apt,Amsterdam,Westerpark,15,4.5,2,1,150,Centrum Located Apartment,2017-07-22 22:59:11.748851,52.373067999999996,4.869789
6116,4908135,1476,5654502,Entire home/apt,Amsterdam,De Baarsjes / Oud West,14,5.0,2,1,180,NEW! SPACIOUS APARTMENT AMSTERDAM!,2017-07-22 22:59:11.744255,52.370985,4.860912
6117,1340289,1476,6021414,Entire home/apt,Amsterdam,Westerpark,30,4.5,4,2,168,Apartment Westerpark (Centre-west),2017-07-22 22:59:11.741317,52.373841,4.867324
6118,12749759,1476,5693083,Entire home/apt,Amsterdam,Bos en Lommer,4,5.0,2,1,150,Spacious apartment with sunny garden,2017-07-22 22:59:11.731493,52.375931,4.86411
6119,8708962,1476,35843761,Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0.0,3,2,156,spacious 2 bedroom apartment,2017-07-22 22:59:11.728733,52.373903999999996,4.861032
6120,4455237,1476,7804507,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,4.5,4,2,180,Charming house close to city center,2017-07-22 22:59:09.737757,52.370371999999996,4.862398000000001
6121,5666245,1476,7092741,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,5.0,4,2,180,"No appt, but house, in trendy area!",2017-07-22 22:59:09.735503,52.369237,4.8625110000000005
6122,3099963,1476,7770066,Entire home/apt,Amsterdam,De Baarsjes / Oud West,24,5.0,3,2,174,Cosy 70m2 apartment close to center,2017-07-22 22:59:06.992159,52.370739,4.862342
6123,13143314,1476,11472772,Entire home/apt,Amsterdam,De Baarsjes / Oud West,17,4.5,2,1,156,SUPER apartment in COOLEST area of AMSTERDAM,2017-07-22 22:59:06.974060,52.370602000000005,4.86394
6124,16982844,1476,3902048,Entire home/apt,Amsterdam,Westerpark,2,0.0,2,1,150,"Nice appartment for two (80m2), in Amsterdam West",2017-07-22 22:59:04.555177,52.375044,4.870247
6125,12994809,1476,52277948,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,4.5,2,1,156,Canal View Apartment,2017-07-22 22:59:04.550799,52.369853000000006,4.864602
6126,12951415,1476,2711047,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,4,2,180,Canal family house Amsterdam,2017-07-22 22:59:02.551758,52.369985,4.863974
6127,13727606,1476,9869033,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,4,2,180,Beautiful bright apartment with a roof terrace,2017-07-22 22:59:02.529452,52.373952,4.864868
6128,3919829,1476,16007654,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,4,2,180,Sunny Stylisch Family app2floors,2017-07-22 22:59:02.526476,52.370953,4.861889
6129,17359419,1476,117272905,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,2,1,180,"Stylish, light home with garden",2017-07-22 22:58:58.089266,52.372383,4.86224
6130,18121669,1476,9995049,Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0.0,2,1,166,Bright & spacious apartment close to city centre,2017-07-22 22:58:58.080280,52.370754999999996,4.861819000000001
6131,19996091,1476,16570501,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,3,2,155,Lovely apartment with balcony,2017-07-22 22:58:56.718193,52.369398,4.865151999999999
6132,13721659,1476,517215,Entire home/apt,Amsterdam,Bos en Lommer,0,0.0,2,1,155,Charming apartment Charlotte Bourbon,2017-07-22 22:58:38.734043,52.380528999999996,4.85731
6133,8603366,1476,456153,Entire home/apt,Amsterdam,Bos en Lommer,18,5.0,4,2,167,"BIG, ground floor apartment with HUGE Garden",2017-07-22 22:58:38.731001,52.382658,4.8507690000000006
6134,1351521,1476,7170257,Entire home/apt,Amsterdam,Bos en Lommer,0,0.0,2,1,156,"Quiet apartment, 10 min from centre",2017-07-22 22:58:38.726304,52.37856,4.859425
6135,6371658,1476,6625200,Entire home/apt,Amsterdam,Bos en Lommer,16,5.0,3,1,156,Quiet clean apartment with balcony.,2017-07-22 22:58:38.719479,52.381428,4.855064
6136,18485336,1476,71298154,Entire home/apt,Amsterdam,Bos en Lommer,1,0.0,4,2,180,Cosy & Comfortable apartment,2017-07-22 22:58:38.716608,52.384401000000004,4.850701
6137,6182797,1476,16966791,Entire home/apt,Amsterdam,Bos en Lommer,3,5.0,5,3,155,Nice family house Amsterdam,2017-07-22 22:58:38.713779,52.378569,4.854982
6138,4736245,1476,6482648,Entire home/apt,Amsterdam,Bos en Lommer,9,5.0,4,2,150,Two bedroom apartment at the Westerpark,2017-07-22 22:58:38.711519,52.382041,4.857080000000001
6139,14528415,1476,89273294,Entire home/apt,Amsterdam,Bos en Lommer,0,0.0,4,1,155,"Close to CENTRE,cozy renovated and clean apartment",2017-07-22 22:58:38.700283,52.380257,4.85323
6140,17568644,1476,23304481,Entire home/apt,Amsterdam,Bos en Lommer,2,0.0,4,2,180,Cosy 2 bedrooms apartment,2017-07-22 22:58:38.697615,52.382501,4.849126
6141,635019,1476,2922757,Entire home/apt,Amsterdam,Bos en Lommer,50,5.0,2,1,162,"Beautiful, light apartment with huge garden!",2017-07-22 22:58:36.564317,52.379859,4.848742
6142,5751899,1476,29840524,Entire home/apt,Amsterdam,Bos en Lommer,6,4.5,4,2,180,Mooi ruim en licht appartement,2017-07-22 22:58:36.556673,52.382481,4.848706
6143,10697267,1476,55268153,Entire home/apt,Amsterdam,Bos en Lommer,0,0.0,2,1,156,"Bright, Cozy and Spacious Apartment",2017-07-22 22:58:36.552562,52.383984000000005,4.848321
6144,11215477,1476,58428526,Entire home/apt,Amsterdam,Bos en Lommer,5,4.5,4,1,180,West City apartment Amsterdam,2017-07-22 22:58:36.534138,52.378747,4.848518
6145,6504693,1476,34000821,Entire home/apt,Amsterdam,Bos en Lommer,27,4.5,3,1,150,Cosy house with cats &  garden,2017-07-22 22:58:33.894409,52.381778000000004,4.854617
6146,14082228,1476,6893307,Entire home/apt,Amsterdam,Bos en Lommer,7,5.0,4,2,167,Great roof terrace apt close 2 everything U need,2017-07-22 22:58:33.883167,52.379917999999996,4.849215
6147,1317487,1476,4169305,Entire home/apt,Amsterdam,Bos en Lommer,10,4.5,4,2,180,Spacious apt in trendy A'dam West!!,2017-07-22 22:58:25.041635,52.379983,4.862304
6148,4123212,1476,21389584,Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0.0,3,2,156,canal view appartment close to city,2017-07-22 22:58:11.822148,52.3734,4.864048
6149,7260210,1476,1346106,Entire home/apt,Amsterdam,Bos en Lommer,27,5.0,3,2,167,Homely appartment with cosy garden,2017-07-22 22:58:06.942375,52.382581,4.850359
6150,7730441,1476,35957077,Entire home/apt,Amsterdam,Bos en Lommer,4,5.0,4,1,150,Charming Apartment overviewing Park,2017-07-22 22:58:05.958006,52.384264,4.8570459999999995
6151,14331456,1476,72922086,Entire home/apt,Amsterdam,De Baarsjes / Oud West,2,0.0,2,1,180,Quit and clean appartment in center of Amsterdam,2017-07-22 22:58:05.953422,52.373611,4.860461
6152,16081714,1476,8356743,Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,5.0,2,1,151,Bright apartment central in The Baarsjes,2017-07-22 22:58:05.947693,52.3721,4.857416000000001
6153,7492758,1476,8091375,Entire home/apt,Amsterdam,De Baarsjes / Oud West,17,5.0,3,1,162,Bright'n Spacious Apartment OldWest,2017-07-22 22:58:05.941814,52.371392,4.8600970000000006
6154,3641710,1476,18383699,Entire home/apt,Amsterdam,De Baarsjes / Oud West,3,4.5,3,2,150,"3room app with great view, near centre",2017-07-22 22:58:05.935824,52.373327,4.8639220000000005
6155,5196304,1476,5558704,Entire home/apt,Amsterdam,Bos en Lommer,10,5.0,2,1,150,"Comfortable, modern apartment",2017-07-22 22:58:05.931667,52.378118,4.861701999999999
6156,1329845,1476,7214483,Entire home/apt,Amsterdam,De Baarsjes / Oud West,12,5.0,3,2,180,Spacious and authentic apartment,2017-07-22 22:58:05.928540,52.374138,4.863232
6157,7042701,1476,2480425,Entire home/apt,Amsterdam,Bos en Lommer,4,4.0,4,1,181,Solebaas,2017-07-22 22:58:05.923942,52.383596999999995,4.8533040000000005
6158,15135997,1476,95976150,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,6,5.0,2,1,156,Lovely apartment at ''the pijp'' in Amsterdam,2017-07-22 22:41:39.249671,52.355340000000005,4.887508
6159,3242653,1476,4790493,Entire home/apt,Amsterdam,Centrum Oost,36,5.0,2,1,156,Spacious apartment in city center,2017-07-22 22:41:39.244304,52.362348,4.898168
6160,9771032,1476,48703385,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,2,0,168,Luxury apartment in popular area!,2017-07-22 22:41:37.531649,52.356837,4.8880989999999995
6161,5246244,1476,3139946,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,18,5.0,2,1,180,Beautiful apartment in De Pijp,2017-07-22 22:41:37.523516,52.356567,4.898091
6162,13027483,1476,26910781,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0.0,4,1,147,Light apartment in top location,2017-07-22 22:41:37.520605,52.356361,4.889193
6163,15543158,1476,13405827,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,4.0,4,1,150,Ruby van Gogh Apartment A Deluxe,2017-07-22 22:41:37.512157,52.356894,4.888612999999999
6164,15078981,1476,13405827,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,6,4.0,4,1,150,Ruby van Gogh Apartment C,2017-07-22 22:41:37.509668,52.356881,4.889098000000001
6165,14992434,1476,94519806,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,31,5.0,4,1,179,TRENDY two-story DESIGN apartment CENTRAL location,2017-07-22 22:41:37.506608,52.355767,4.897005
6166,8961493,1476,46835714,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,52,4.5,4,1,180,Modern City Apartment,2017-07-22 22:41:37.503795,52.356063,4.888054
6167,314235,1476,1613017,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,9,5.0,3,1,168,Ground floor apartment in De Pijp,2017-07-22 22:41:37.500762,52.357181,4.896541
6168,9485059,1476,48703385,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0.0,3,1,174,Amsterdam Top floor with Terrace,2017-07-22 22:41:35.690766,52.355266,4.895639
6169,3159545,1476,1448190,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,9,5.0,2,0,150,Lofty studio with stunning garden @The Pijp!,2017-07-22 22:41:35.677535,52.355801,4.898837
6170,1560181,1476,6880819,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,39,5.0,4,2,180,2 level 3 BR home with roof terrace,2017-07-22 22:41:35.671610,52.355546000000004,4.897571
6171,6957187,1476,36372635,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,12,5.0,2,1,150,Living the Amsterdam life,2017-07-22 22:41:35.666915,52.355258,4.892576999999999
6172,13707512,1476,5329156,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,2,1,150,Comfortable apartment in the heart of the Pijp,2017-07-22 22:41:35.662748,52.356359000000005,4.892380999999999
6173,3209240,1476,10258350,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,6,4.5,2,1,155,Charming apartment in Museumquarter,2017-07-22 22:41:35.659329,52.356597,4.887881
6174,5426000,1476,19440876,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,21,4.5,2,1,180,Stylish apartment near Museumsquare,2017-07-22 22:41:33.394830,52.355288,4.889319
6175,17317501,1476,116366921,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,16,4.5,4,2,167,"Near city center, Museumdistrict - for 4p & couple",2017-07-22 22:41:33.392361,52.35857,4.887476
6176,7049758,1476,2819381,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,29,5.0,4,1,156,"Charm + space in the PIJP, 2-4 pers",2017-07-22 22:41:33.386267,52.355512,4.896553
6177,10743370,1476,30998700,Entire home/apt,Amsterdam,Centrum Oost,2,0.0,3,3,180,Luxurious family home nice location,2017-07-22 22:41:33.381451,52.360132,4.891433999999999
6178,15079166,1476,13405827,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0.0,4,1,150,Ruby van Gogh Apartment B,2017-07-22 22:41:33.375383,52.356669000000004,4.888626
6179,18885738,1476,108540907,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0.0,2,0,162,Cosy Appartment in Hip Neighbourhood,2017-07-22 22:41:33.372531,52.35647,4.8976120000000005
6180,13650952,1476,21958442,Entire home/apt,Amsterdam,Centrum Oost,2,0.0,2,1,156,Classic Amsterdam Apartment,2017-07-22 22:41:33.360214,52.3607,4.898567
6181,15798548,1476,102212743,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0.0,4,1,156,Lovely apartment right at Albert Cuyp Market!,2017-07-22 22:41:30.128413,52.357028,4.896921
6182,12426352,1476,67214980,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,31,5.0,4,1,156,Beautiful apartment on the albert cuypmarkt,2017-07-22 22:41:30.119390,52.357479999999995,4.898067
6183,12267389,1476,66072757,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,4,2,180,"Unique apartment, great location",2017-07-22 22:41:30.116665,52.358816,4.8882699999999994
6184,650232,1476,2841990,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,25,4.5,2,1,180,Most popular neighbourhood of A'Dam,2017-07-22 22:41:30.113840,52.356132,4.89771
6185,17430937,1476,73341564,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0.0,2,1,180,Design apartment . De Pijp . Museumplein . RAI,2017-07-22 22:41:30.111147,52.357224,4.888219
6186,14210905,1476,86279021,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,18,5.0,2,1,150,"Amazing apartment in the ""Oude Pijp"" area",2017-07-22 22:41:30.108155,52.355129999999996,4.896984
6187,3811001,1476,3953829,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,18,4.5,2,1,180,lovely top floor loft,2017-07-22 22:41:30.101651,52.358378,4.890023
6188,13571675,1476,7123920,Entire home/apt,Amsterdam,Noord-West / Noord-Midden,3,5.0,2,1,179,Beautiful flat in the heart of the Museum District,2017-07-22 22:39:01.773997,52.360327000000005,4.880172
6189,19473913,1476,692851,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0.0,2,1,156,Cosy apartment @Albert Cuypstraat with market view,2017-07-22 22:39:01.759162,52.355722,4.897378
6190,8930278,1476,6488934,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,13,5.0,2,1,168,Comfortable place in great area,2017-07-22 22:39:01.754667,52.350227000000004,4.888217
6191,18409769,1476,26861783,Entire home/apt,Amsterdam,Centrum Oost,6,4.5,2,1,179,Lovely private apartment with view over two canals,2017-07-22 22:39:01.744812,52.364855,4.896953
6192,1041309,1476,5732915,Entire home/apt,Amsterdam,Noord-West / Noord-Midden,28,5.0,2,1,180,Museum square/Vondelpark with rooftop terrace,2017-07-22 22:39:00.457752,52.352579,4.882099
6193,13722586,1476,80217030,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,9,4.5,2,1,156,Cozy bright city apartment near the city centre!,2017-07-22 22:39:00.451831,52.354841,4.887805999999999
6194,12382320,1476,32603929,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,6,4.5,2,1,174,Cosy with sunny garden @The Pijp,2017-07-22 22:39:00.443482,52.354741,4.891518
6195,18116541,1476,12480721,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,4,5.0,2,1,180,Great apt in central Amsterdam with roof terrace,2017-07-22 22:39:00.434895,52.349914,4.890143
6196,14327311,1476,31229524,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,4,5.0,2,1,180,Very cozy apartment with garden in the Pijp,2017-07-22 22:39:00.424086,52.351275,4.892833
6197,19955300,1476,13763208,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,4,1,168,Luxurious apartment with large rooftop terrace,2017-07-22 22:39:00.416860,52.347936,4.8988309999999995
6198,17854108,1476,12593517,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,4.5,2,1,181,Beautiful apartment near Museum Square,2017-07-22 22:39:00.412379,52.358232,4.887951999999999
6199,15121691,1476,5937201,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,18,5.0,2,1,180,Creative & Inspiring apt in 'de pijp'. Gezellig!,2017-07-22 22:39:00.405487,52.351841,4.892792
6200,19066870,1476,29022049,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0.0,2,1,162,Ideally located and bright apartment,2017-07-22 22:38:57.541347,52.352578,4.897892
6201,14003632,1476,79655307,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,9,4.0,4,1,168,"100m2 appartment with garden, middle of de Pijp.",2017-07-22 22:38:57.539033,52.354984,4.897325
6202,1299652,1476,3573065,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,35,5.0,3,1,179,Great central apartment with garden in Pijp,2017-07-22 22:38:57.536167,52.35581,4.889313
6203,13995617,1476,83586677,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,4,5.0,4,2,173,Spacious and bright apartment in de Pijp,2017-07-22 22:38:57.531313,52.351799,4.897608999999999
6204,18522423,1476,45188306,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0.0,4,2,168,2-bedroom family apartment near de Pijp and RAI,2017-07-22 22:38:57.525385,52.346236,4.8891160000000005
6205,18144970,1476,19270620,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,5.0,2,1,179,"Light apartment in the heart of ""De Pijp"" area.",2017-07-22 22:38:57.522815,52.353895,4.892591
6206,19458056,1476,33655991,Entire home/apt,Amsterdam,Centrum Oost,2,0.0,2,1,180,Monumental Canal Apartment with sun terrace,2017-07-22 22:38:57.518621,52.361295,4.89743
6207,18494062,1476,89078139,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,10,5.0,3,1,156,Modern city center apartment.,2017-07-22 22:38:57.510928,52.352213,4.8887
6208,15079362,1476,13405827,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0.0,4,2,180,Ruby van Gogh Apartment D Penthouse,2017-07-22 22:38:57.506465,52.355169000000004,4.888913
6209,17674667,1476,35938431,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,3,4.5,4,2,180,Beautiful spacious 2 bed apartment with garden,2017-07-22 22:38:56.190146,52.356092,4.895822
6210,17401373,1476,117640087,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,3,4.5,2,1,168,Luxurious City Apartment with Roof Rerrace,2017-07-22 22:38:56.181713,52.350718,4.893253
6211,17476559,1476,4741854,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,3,5.0,2,1,167,Stylish apartment in De Pijp w/ canal view,2017-07-22 22:38:56.173665,52.352056,4.887207
6212,6764212,1476,2793078,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,6,4.5,2,1,175,City - Museum square/DE PIJP home,2017-07-22 22:38:56.171014,52.354909,4.887695
6213,3143024,1476,15953860,Entire home/apt,Amsterdam,Centrum Oost,52,5.0,2,0,180,Skinny Bridge Apartment Amsterdam,2017-07-22 22:38:56.165993,52.359429999999996,4.897122
6214,17260862,1476,3863706,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,4,5.0,2,2,150,Aesthetic family home + garden @ the vibrant PIJP!,2017-07-22 22:38:56.162236,52.353401,4.890541000000001
6215,8189988,1476,42462814,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,25,5.0,2,1,180,A very cozy apartment in Amsterdam,2017-07-22 22:38:53.677588,52.356299,4.888229
6216,19842964,1476,140224101,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0.0,4,0,156,Nice appartement  nearby the CITY & museum square,2017-07-22 22:38:53.669461,52.351029,4.8918040000000005
6217,1449335,1476,7778181,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,4,4.5,2,1,168,Warm and cozy apartment at the Pijp,2017-07-22 22:38:53.662535,52.351000000000006,4.8938809999999995
6218,14590254,1476,22096530,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,21,5.0,2,1,180,The Albert Room - Beautiful new loft in De Pijp,2017-07-22 22:38:53.648032,52.355499,4.891849
6219,7049033,1476,36966167,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,41,5.0,4,1,150,Diva APT NO#1 in Amsterdam,2017-07-22 22:38:53.645368,52.353547999999996,4.898899
6220,19942102,1476,141320647,Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0.0,4,2,162,Bright apt. nearby by Vondelpark & Museum Square,2017-07-22 22:38:53.642730,52.353799,4.8802449999999995
6221,19308168,1476,46691672,Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,5.0,2,1,150,★★★★★ RAI & MUSEUM District - Modern APT ★★★★★,2017-07-22 22:38:51.801396,52.349947,4.8870510000000005
